route,page_role,types,has_breadcrumb,classification
"/glossary/math/derivative/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/fundamental-theorem-calculus/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/geometric-series/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/implicit-differentiation/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/improper-integral/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/integration-by-parts/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/limit/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/local-maximum/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/local-minimum/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/one-sided-limit/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/optimization/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/power-series/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/radius-of-convergence/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/related-rates/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/sequence/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/series/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/taylor-series/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/glossary/math/u-substitution/","glossary-term","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/how-we-verify/","policy","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/learn/calculus/integration-by-parts/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/practice/","directory","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/practice/math/","assessment","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/practice/math/calculus/","assessment","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/practice/math/calculus/challenges/integration-bee/","assessment","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/practice/math/calculus/diagnostics/calculus-readiness/","assessment","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/practice/math/calculus/exams/calculus-foundations/","practice-exam","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/practice/math/calculus/quizzes/integration-method-selection/","assessment","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/privacy/","policy","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/resources/","resource-library","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/search/","search","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/source-policy/","policy","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/","subject-hub","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/","subject-hub","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/","course-hub","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/expressions-equations/","quick-answer","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/expressions-equations/combining-like-terms/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/expressions-equations/distributive-property/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/expressions-equations/solving-linear-equations/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/linear-relationships/","quick-answer","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/linear-relationships/equation-from-two-points/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/linear-relationships/graphing-linear-equations-from-standard-form/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/linear-relationships/interpreting-linear-models/","quick-answer","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/linear-relationships/parallel-perpendicular-lines/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/linear-relationships/point-slope-vs-slope-intercept/","quick-answer","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/linear-relationships/slope-as-rate-of-change/","quick-answer","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/polynomials-factoring/","quick-answer","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/polynomials-factoring/completing-the-square/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/polynomials-factoring/exponent-rules/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/polynomials-factoring/factoring-trinomials/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/polynomials-factoring/greatest-common-factor/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/polynomials-factoring/multiply-polynomials/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/polynomials-factoring/special-factor-patterns/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/radicals-exponents-functions/","quick-answer","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/radicals-exponents-functions/exponential-growth-and-decay/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/radicals-exponents-functions/function-notation/","quick-answer","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/rational-expressions/","quick-answer","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/rational-expressions/add-subtract-rational-expressions/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/rational-expressions/direct-inverse-variation/","quick-answer","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/rational-expressions/rational-domain-restrictions/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/rational-expressions/simplifying-complex-rational-expressions/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/rational-expressions/solving-rational-equations/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/systems-inequalities/","quick-answer","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/systems-inequalities/choosing-system-method/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/systems-inequalities/compound-inequalities/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/systems-inequalities/elimination-systems/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/systems-inequalities/graphing-linear-inequalities/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/systems-inequalities/no-one-infinite-solutions/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/algebra/systems-inequalities/substitution-systems/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/","course-hub","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/","unit-hub","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/advanced-cauchy-mvt/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/advanced-convexity/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/advanced-newton-convergence/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/advanced-notes/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/advanced-sensitivity-elasticity/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/anatomy-of-optimization/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/approximation-concept-quiz/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/approximation-review/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/bridge-diagnostic/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/closed-interval-method/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/common-errors/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/concavity/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/cumulative-practice/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/curve-sketching/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/derivative-graphs/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/differentials/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/error-estimation/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/extrema-and-critical-numbers/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/first-derivative-test/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/graph-analysis-story/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/increasing-decreasing/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/interpretation-concept-quiz/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/interpretation-review/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/interpreting-derivatives/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/interpreting-higher-derivatives/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/lhopital-concept-quiz/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/lhopital-infinity-over-infinity/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/lhopital-is-not-cancellation/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/lhopital-review/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/lhopital-rule/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/lhopital-zero-over-zero/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/linear-approximation/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/linearization-practice/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/local-linearity/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/manufacturing-tolerance/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/marginal-analysis/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/mean-value-theorem/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/medication-concentration/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/modeling-studio-review/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/modeling-studio/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/newtons-method/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/optimization-business-science/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/optimization-closed-interval/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/optimization-geometry/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/optimization-modeling/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/optimization-review/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/optimization/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/other-indeterminate-forms/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/position-velocity-acceleration/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/practice-exam-a/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/practice-exam-b/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/radar-tracking/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/rates-from-data/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/reference/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/related-rates-angle/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/related-rates-review/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/related-rates-volume/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/related-rates/","method-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/rolles-theorem/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/second-derivative-test/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/stopping-distance/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/unit-2b-review/","decision-guide","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","textbook-lesson","Organization|ImageObject|WebSite","false","PRESENT_NOT_FULLY_SEMANTICALLY_VALIDATED"
