route,title,length,unique,h1,title_h1_consistent,page_role
"/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","Curve sketching from first and second derivatives | Unit 2B | Better Grades","75","true","Curve sketching from first and second derivatives","true","method-guide"
"/subjects/math/calculus/derivative-applications/curve-sketching/","Complete Curve Sketching | Unit 2B | Better Grades","50","true","Complete Curve Sketching","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/derivative-graphs/","Reading Function and Derivative Graphs | Unit 2B | Better Grades","64","true","Reading Function and Derivative Graphs","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/differentials/","Differentials | Unit 2B | Better Grades","39","true","Differentials","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/error-estimation/","Error Estimation with Differentials | Unit 2B | Better Grades","61","true","Error Estimation with Differentials","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/extrema-and-critical-numbers/","Extrema and Critical Numbers | Unit 2B | Better Grades","54","true","Extrema and Critical Numbers","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/first-derivative-test/","The First Derivative Test | Unit 2B | Better Grades","51","true","The First Derivative Test","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/graph-analysis-story/","Graph Analysis as a Coherent Story | Unit 2B | Better Grades","60","true","Graph Analysis as a Coherent Story","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/","How to Translate Derivative Word Problems | Unit 2B | Better Grades","67","true","How to Translate Derivative Word Problems","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/increasing-decreasing/","Increasing and Decreasing Intervals | Unit 2B | Better Grades","61","true","Increasing and Decreasing Intervals","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/interpretation-concept-quiz/","Interpretation and Motion Concept Quiz | Unit 2B | Better Grades","64","true","Interpretation and Motion Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/interpretation-review/","Higher Derivatives and Motion Review | Unit 2B | Better Grades","62","true","Higher Derivatives and Motion Review","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/interpreting-derivatives/","How to Interpret a Derivative in Context | Unit 2B | Better Grades","66","true","How to Interpret a Derivative in Context","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/interpreting-higher-derivatives/","Interpreting Higher Derivatives | Unit 2B | Better Grades","57","true","Interpreting Higher Derivatives","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/lhopital-concept-quiz/","L Hopital Concept Quiz | Unit 2B | Better Grades","48","true","L Hopital Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/lhopital-infinity-over-infinity/","L Hopital s Rule for infinity/infinity | Unit 2B | Better Grades","64","true","L Hopital s Rule for infinity/infinity","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/lhopital-is-not-cancellation/","L Hopital s Rule Is Not Quotient Cancellation | Unit 2B | Better Grades","71","true","L Hopital s Rule Is Not Quotient Cancellation","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/lhopital-review/","L Hopital s Rule Review | Unit 2B | Better Grades","49","true","L Hopital s Rule Review","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/lhopital-rule/","L Hopital s Rule | Unit 2B | Better Grades","42","true","L Hopital s Rule","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/lhopital-zero-over-zero/","L Hopital s Rule for 0/0 | Unit 2B | Better Grades","50","true","L Hopital s Rule for 0/0","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/linear-approximation/","Linear approximation: use the tangent line as a local calculator | Unit 2B | Better Grades","90","true","Linear approximation: use the tangent line as a local calculator","true","method-guide"
"/subjects/math/calculus/derivative-applications/linearization-practice/","Using Linearization | Unit 2B | Better Grades","45","true","Using Linearization","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/local-linearity/","Local Linearity | Unit 2B | Better Grades","41","true","Local Linearity","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/manufacturing-tolerance/","Manufacturing Tolerances and Error Propagation | Unit 2B | Better Grades","72","true","Manufacturing Tolerances and Error Propagation","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/marginal-analysis/","Marginal Cost, Revenue, Profit, and Elasticity | Unit 2B | Better Grades","72","true","Marginal Cost, Revenue, Profit, and Elasticity","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/mean-value-theorem/","The Mean Value Theorem | Unit 2B | Better Grades","48","true","The Mean Value Theorem","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/medication-concentration/","Medication Concentration, Peak Timing, and Model Limits | Unit 2B | Better Grades","81","true","Medication Concentration, Peak Timing, and Model Limits","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/modeling-studio-review/","Derivative Applications Modeling Studio Review | Unit 2B | Better Grades","72","true","Derivative Applications Modeling Studio Review","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/modeling-studio/","Derivative Applications Modeling Studio | Unit 2B | Better Grades","65","true","Derivative Applications Modeling Studio","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/newtons-method/","Newton s Method | Unit 2B | Better Grades","41","true","Newton s Method","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/optimization-business-science/","Business and Scientific Optimization | Unit 2B | Better Grades","62","true","Business and Scientific Optimization","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/optimization-closed-interval/","Closed-Interval Optimization | Unit 2B | Better Grades","54","true","Closed-Interval Optimization","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","Optimization Concept Quiz | Unit 2B | Better Grades","51","true","Optimization Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/optimization-geometry/","Geometric Optimization | Unit 2B | Better Grades","48","true","Geometric Optimization","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/optimization-modeling/","Optimization Modeling | Unit 2B | Better Grades","47","true","Optimization Modeling","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/optimization-review/","Optimization Review | Unit 2B | Better Grades","45","true","Optimization Review","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/optimization/","A calculus optimization workflow that does not skip the model | Unit 2B | Better Grades","87","true","A calculus optimization workflow that does not skip the model","true","method-guide"
"/subjects/math/calculus/derivative-applications/other-indeterminate-forms/","Products, Differences, and Powers | Unit 2B | Better Grades","59","true","Products, Differences, and Powers","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/position-velocity-acceleration/","Position, Velocity, and Acceleration | Unit 2B | Better Grades","62","true","Position, Velocity, and Acceleration","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","Unit 2B Practice Exam A Answer Key | Better Grades","50","true","Unit 2B Practice Exam A Answer Key","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/practice-exam-a/","Unit 2B Practice Exam A | Better Grades","39","true","Unit 2B Practice Exam A","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","Unit 2B Practice Exam B Answer Key | Better Grades","50","true","Unit 2B Practice Exam B Answer Key","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/practice-exam-b/","Unit 2B Practice Exam B | Better Grades","39","true","Unit 2B Practice Exam B","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/radar-tracking/","Radar and Camera Tracking with Changing Angles | Unit 2B | Better Grades","72","true","Radar and Camera Tracking with Changing Angles","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/rates-from-data/","Rates from Data and Units | Unit 2B | Better Grades","51","true","Rates from Data and Units","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/reference/","Unit 2B Formula and Strategy Reference | Better Grades","54","true","Unit 2B Formula and Strategy Reference","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/related-rates-angle/","Changing Angles | Unit 2B | Better Grades","41","true","Changing Angles","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","Related Rates Concept Quiz | Unit 2B | Better Grades","52","true","Related Rates Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","Mixed Related-Rates Problems | Unit 2B | Better Grades","54","true","Mixed Related-Rates Problems","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","Pythagorean Related Rates | Unit 2B | Better Grades","51","true","Pythagorean Related Rates","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/related-rates-review/","Related Rates Review | Unit 2B | Better Grades","46","true","Related Rates Review","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","Shadows and Similar Triangles | Unit 2B | Better Grades","55","true","Shadows and Similar Triangles","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/related-rates-volume/","Volume and Filling Problems | Unit 2B | Better Grades","53","true","Volume and Filling Problems","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","Related Rates Workflow | Unit 2B | Better Grades","48","true","Related Rates Workflow","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/related-rates/","Related rates: translate the geometry before differentiating | Unit 2B | Better Grades","86","true","Related rates: translate the geometry before differentiating","true","method-guide"
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","Repeated L Hopital Applications | Unit 2B | Better Grades","57","true","Repeated L Hopital Applications","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/rolles-theorem/","Rolle s Theorem | Unit 2B | Better Grades","41","true","Rolle s Theorem","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/second-derivative-test/","The Second Derivative Test | Unit 2B | Better Grades","52","true","The Second Derivative Test","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","Speeding Up and Slowing Down | Unit 2B | Better Grades","54","true","Speeding Up and Slowing Down","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/stopping-distance/","Reaction Time, Braking, and Vehicle Stopping Distance | Unit 2B | Better Grades","79","true","Reaction Time, Braking, and Vehicle Stopping Distance","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","Derivative Theorems and Shape Concept Quiz | Unit 2B | Better Grades","68","true","Derivative Theorems and Shape Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","Derivative Theorems and Shape Review | Unit 2B | Better Grades","62","true","Derivative Theorems and Shape Review","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/unit-2b-review/","Unit 2B Review: Applications of Derivatives | Better Grades","59","true","Unit 2B Review: Applications of Derivatives","true","decision-guide"
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","When Not to Use L Hopital s Rule | Unit 2B | Better Grades","58","true","When Not to Use L Hopital s Rule","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","Why a Tangent Line Can Approximate a Curve | Unit 2B | Better Grades","68","true","Why a Tangent Line Can Approximate a Curve","true","textbook-lesson"
"/subjects/math/calculus/derivative-applications/why-related-rates-feel-hard/","Why Related-Rates Problems Feel Hard | Unit 2B | Better Grades","62","true","Why Related-Rates Problems Feel Hard","true","textbook-lesson"
"/subjects/math/calculus/derivatives/","Unit 2A: Derivative Foundations and Differentiation Techniques | Better Grades","78","true","Unit 2A: Derivative Foundations and Differentiation Techniques","true","unit-hub"
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","The Chain Rule as Composition of Local Linear Maps | Unit 2A | Better Grades","76","true","The Chain Rule as Composition of Local Linear Maps","true","textbook-lesson"
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","Darboux s Theorem: Derivatives Cannot Jump | Unit 2A | Better Grades","68","true","Darboux s Theorem: Derivatives Cannot Jump","true","textbook-lesson"
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","A Preview of the Implicit Function Theorem | Unit 2A | Better Grades","68","true","A Preview of the Implicit Function Theorem","true","textbook-lesson"
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","Differentiability, Little-o Notation, and the Best Local Linear Model | Unit 2A | Better Grades","95","true","Differentiability, Little-o Notation, and the Best Local Linear Model","true","textbook-lesson"
