lesson,companion,companion_role,confidence
"/subjects/math/calculus/derivative-applications/modeling-studio/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/newtons-method/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-business-science/","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-business-science/","/subjects/math/calculus/worked-problems/open-top-box-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-business-science/","/subjects/math/calculus/worksheets/optimization/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-closed-interval/","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-closed-interval/","/subjects/math/calculus/worked-problems/open-top-box-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-closed-interval/","/subjects/math/calculus/worksheets/optimization/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","/subjects/math/calculus/worked-problems/open-top-box-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","/subjects/math/calculus/worksheets/optimization/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-geometry/","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-geometry/","/subjects/math/calculus/worked-problems/open-top-box-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-geometry/","/subjects/math/calculus/worksheets/optimization/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-modeling/","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-modeling/","/subjects/math/calculus/worked-problems/open-top-box-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-modeling/","/subjects/math/calculus/worksheets/optimization/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-review/","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-review/","/subjects/math/calculus/worked-problems/open-top-box-optimization/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-review/","/subjects/math/calculus/worksheets/optimization/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/other-indeterminate-forms/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/position-velocity-acceleration/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-a/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/radar-tracking/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rates-from-data/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/reference/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-angle/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-review/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-volume/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rolles-theorem/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/second-derivative-test/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/stopping-distance/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-related-rates-feel-hard/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","/subjects/math/calculus/worksheets/chain-rule/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-notes-2a/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-exp-log/","/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-exp-log/","/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-exp-log/","/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-exp-log/","/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-exp-log/","/subjects/math/calculus/worksheets/chain-rule/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-basic/","/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-basic/","/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-basic/","/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-basic/","/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","/subjects/math/calculus/worksheets/chain-rule/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-map/","/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-map/","/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-map/","/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-map/","/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-map/","/subjects/math/calculus/worksheets/chain-rule/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-review/","/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-review/","/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-review/","/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-review/","/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-review/","/subjects/math/calculus/worksheets/chain-rule/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-trig/","/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-trig/","/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-trig/","/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-trig/","/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-trig/","/subjects/math/calculus/worksheets/chain-rule/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/combined-rules/","/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/combined-rules/","/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/combined-rules/","/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/combined-rules/","/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/combined-rules/","/subjects/math/calculus/worksheets/chain-rule/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/composition/","/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/composition/","/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/composition/","/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/composition/","/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/composition/","/subjects/math/calculus/worksheets/chain-rule/","worksheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-review/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-function/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/exponential-e/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-review/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-exponential/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/general-logarithms/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivatives/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-differentiation/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-review/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-second-derivative/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-function-rule/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-trig/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/multiple-chain-layers/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/natural-log/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-and-units/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-guide/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/other-trig-functions/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/power-rule/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/product-rule/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/quotient-rule/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/rule-selection/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sine-and-cosine/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-review/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/tangent-line-equation/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-common-errors/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-cumulative-practice/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-b/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-reference/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-review/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
"/subjects/math/calculus/derivatives/variable-exponents/","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","high-confidence-inferred"
