route,stable_audit_id,page_role,reason
"/subjects/math/calculus/derivative-applications/medication-concentration/","ia-6036f313d5cb363e","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/modeling-studio-review/","ia-7fbab8f831b98267","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/modeling-studio/","ia-1a3425d648427500","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/newtons-method/","ia-676f220bfd472cdf","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/optimization-business-science/","ia-1a1333a3080d894a","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/optimization-closed-interval/","ia-79b5da7d02bd548d","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","ia-87071b890b45f97a","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/optimization-geometry/","ia-82ea1ae393839a2a","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/optimization-modeling/","ia-d4d646c3c05075c9","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/optimization-review/","ia-6c0cc8500009463b","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/optimization/","ia-45a6c9dc08196b8a","method-guide",""
"/subjects/math/calculus/derivative-applications/other-indeterminate-forms/","ia-68eae4b6996c0c84","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/position-velocity-acceleration/","ia-2d34d731aaa2c300","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","ia-5ac6ae1829704223","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/practice-exam-a/","ia-49cc8ace5f7a7a6e","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","ia-2903e45ef2a9b39d","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/practice-exam-b/","ia-dba73d2911e433d7","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/radar-tracking/","ia-056529de4de60495","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/rates-from-data/","ia-5403c5829f1b67a9","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/reference/","ia-646e766851377d84","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/related-rates-angle/","ia-48da0fad97fad36c","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","ia-a27ed7bc45fa08c2","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","ia-336bfe937966153f","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","ia-dd427739dff23135","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/related-rates-review/","ia-dacc850bff03de4e","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","ia-bc324b8ac265b4e0","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/related-rates-volume/","ia-fc8a00bfc89d78b7","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","ia-42ff5319ce0efde2","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/related-rates/","ia-98a14672a2a1d560","method-guide",""
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","ia-ea7df6ad05059a3b","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/rolles-theorem/","ia-a8dd60ce8c718150","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/second-derivative-test/","ia-801015476438286c","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","ia-4466ca7fe97e1ce6","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/stopping-distance/","ia-bc2b7a3f044dc6b7","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","ia-0e4ab91658b00984","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","ia-cce2f916223a6ba3","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/unit-2b-review/","ia-5411d40f3d7a7af6","decision-guide",""
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","ia-aa94f74bd4d8000d","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","ia-056ccf2c2df282f3","textbook-lesson",""
"/subjects/math/calculus/derivative-applications/why-related-rates-feel-hard/","ia-2fbba6b1d369b174","textbook-lesson",""
"/subjects/math/calculus/derivatives/","ia-2374243106701921","unit-hub",""
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","ia-f1ab53278f1d8ffd","textbook-lesson",""
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","ia-225491c94e0f5ce1","textbook-lesson",""
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","ia-00ccb53e2f6e5af2","textbook-lesson",""
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","ia-2c33e1d45f280dae","textbook-lesson",""
"/subjects/math/calculus/derivatives/advanced-notes-2a/","ia-60f0d12c407956b3","textbook-lesson",""
"/subjects/math/calculus/derivatives/chain-exp-log/","ia-17b9fbb8921fef36","textbook-lesson",""
"/subjects/math/calculus/derivatives/chain-rule-basic/","ia-ba1617dc3cf7e735","textbook-lesson",""
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","ia-0a02df3755c5baf0","textbook-lesson",""
"/subjects/math/calculus/derivatives/chain-rule-map/","ia-fe0780b8fcd84b7c","textbook-lesson",""
"/subjects/math/calculus/derivatives/chain-rule-review/","ia-e0875b4562b3684d","textbook-lesson",""
"/subjects/math/calculus/derivatives/chain-rule/","ia-7ba46f7d007657b8","method-guide",""
"/subjects/math/calculus/derivatives/chain-trig/","ia-b310d9fedc6914cf","textbook-lesson",""
"/subjects/math/calculus/derivatives/combined-rules/","ia-bf560d951ef1a9db","textbook-lesson",""
"/subjects/math/calculus/derivatives/composition/","ia-341c829b7e895487","textbook-lesson",""
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","ia-cdb2cfb7fa346fda","textbook-lesson",""
"/subjects/math/calculus/derivatives/core-rules-review/","ia-0b22debe35c8f862","textbook-lesson",""
"/subjects/math/calculus/derivatives/derivative-at-a-point/","ia-4d96a4fab72c9f81","textbook-lesson",""
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","ia-cd210cfb8493abb7","textbook-lesson",""
"/subjects/math/calculus/derivatives/derivative-function/","ia-3f30f49ea0f63dad","textbook-lesson",""
"/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","ia-d941c2cdfdbb62c0","quick-answer",""
"/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","ia-1199b416863de49b","method-guide",""
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","ia-8272d75bda5a1349","textbook-lesson",""
"/subjects/math/calculus/derivatives/differentiability-and-continuity/","ia-123f7159fb9de941","textbook-lesson",""
"/subjects/math/calculus/derivatives/exponential-e/","ia-461013ea9ed2d46e","textbook-lesson",""
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","ia-c2b8a712e3bc534d","textbook-lesson",""
"/subjects/math/calculus/derivatives/foundations-review/","ia-6867ca2cd6ed85d5","textbook-lesson",""
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","ia-e7b0af9d55953570","textbook-lesson",""
"/subjects/math/calculus/derivatives/general-exponential/","ia-2b618c38d8a4eb01","textbook-lesson",""
"/subjects/math/calculus/derivatives/general-logarithms/","ia-4ac4ce81f7da603b","textbook-lesson",""
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","ia-78e88b5c561ece26","textbook-lesson",""
"/subjects/math/calculus/derivatives/higher-derivatives/","ia-ceabeab036734a46","textbook-lesson",""
"/subjects/math/calculus/derivatives/implicit-differentiation/","ia-f6b7f3f369fbb2ec","textbook-lesson",""
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","ia-8b267aa2458026a8","textbook-lesson",""
"/subjects/math/calculus/derivatives/implicit-inverse-review/","ia-b49e5bf5691e5d9c","textbook-lesson",""
"/subjects/math/calculus/derivatives/implicit-second-derivative/","ia-45b2831b1839fd0e","textbook-lesson",""
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","ia-6585fd72f94a0099","textbook-lesson",""
"/subjects/math/calculus/derivatives/inverse-function-rule/","ia-1623134d2b708fab","textbook-lesson",""
"/subjects/math/calculus/derivatives/inverse-trig/","ia-51f575d4d9d94900","textbook-lesson",""
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","ia-dc7ec99c93c1154a","textbook-lesson",""
"/subjects/math/calculus/derivatives/multiple-chain-layers/","ia-4ca8d994d2266ace","textbook-lesson",""
"/subjects/math/calculus/derivatives/natural-log/","ia-7825494e97b8d467","textbook-lesson",""
"/subjects/math/calculus/derivatives/negative-fractional-powers/","ia-a007c6947f1a2d87","textbook-lesson",""
"/subjects/math/calculus/derivatives/notation-and-units/","ia-f347d596ae68a582","textbook-lesson",""
"/subjects/math/calculus/derivatives/notation-guide/","ia-e95f0edec90cf615","textbook-lesson",""
"/subjects/math/calculus/derivatives/other-trig-functions/","ia-e6f5cf0b374c245c","textbook-lesson",""
"/subjects/math/calculus/derivatives/power-rule/","ia-252abde29c18bb67","textbook-lesson",""
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","ia-45afb12c760cadc6","textbook-lesson",""
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","ia-00f164e5417c5cae","textbook-lesson",""
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","ia-e8a5ef50f786044c","textbook-lesson",""
"/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","ia-8d9a9c92545b830e","decision-guide",""
"/subjects/math/calculus/derivatives/product-rule/","ia-5b10dd6980f2e2fa","textbook-lesson",""
"/subjects/math/calculus/derivatives/quotient-rule/","ia-add8066278733341","textbook-lesson",""
"/subjects/math/calculus/derivatives/rule-selection/","ia-ebd8a7fbcf3c0376","textbook-lesson",""
"/subjects/math/calculus/derivatives/sine-and-cosine/","ia-7a66ebc177c64b44","textbook-lesson",""
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","ia-6d83abc904303796","textbook-lesson",""
"/subjects/math/calculus/derivatives/special-functions-review/","ia-fdc7ced0068e0b7a","textbook-lesson",""
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","ia-ff5f0ce4b5b2da97","textbook-lesson",""
"/subjects/math/calculus/derivatives/tangent-line-equation/","ia-2e888b4dceb8da18","textbook-lesson",""
"/subjects/math/calculus/derivatives/unit-2a-common-errors/","ia-08068f570260bc0c","textbook-lesson",""
"/subjects/math/calculus/derivatives/unit-2a-cumulative-practice/","ia-c676947da4552558","textbook-lesson",""
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","ia-469217c22cec7917","textbook-lesson",""
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-b/","ia-1f49cd226e618237","textbook-lesson",""
"/subjects/math/calculus/derivatives/unit-2a-reference/","ia-e9756770e858555e","textbook-lesson",""
"/subjects/math/calculus/derivatives/unit-2a-review/","ia-cd5f31c59f1cffa9","textbook-lesson",""
"/subjects/math/calculus/derivatives/variable-exponents/","ia-ad131aabaef1ae03","textbook-lesson",""
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","ia-347e063df8aec81b","textbook-lesson",""
"/subjects/math/calculus/derivatives/what-implicit-means/","ia-a35cd5c87ead144a","textbook-lesson",""
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","ia-9358fe9577bcdf41","textbook-lesson",""
"/subjects/math/calculus/derivatives/why-derivatives-matter/","ia-4b78490fc2b0abde","textbook-lesson",""
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","ia-4ca2f4d72b92b94f","textbook-lesson",""
"/subjects/math/calculus/formula-sheets/","ia-debe52495ca7491f","resource-hub",""
"/subjects/math/calculus/formula-sheets/derivative-rules/","ia-bfd10fef505649e8","formula-sheet",""
"/subjects/math/calculus/integrals/","ia-61394fc9009d099a","unit-hub",""
"/subjects/math/calculus/integrals/accumulation-functions/","ia-e8dd4c074f9241a3","textbook-lesson",""
"/subjects/math/calculus/integrals/antiderivatives/","ia-b3fac980fff6d4de","textbook-lesson",""
"/subjects/math/calculus/integrals/average-value-of-a-function/","ia-f202590f469e83c7","textbook-lesson",""
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","ia-75d0b819e87ccfab","textbook-lesson",""
"/subjects/math/calculus/integrals/common-errors/","ia-5810576045a50804","textbook-lesson",""
"/subjects/math/calculus/integrals/cumulative-practice/","ia-c0cfa834a08680d4","textbook-lesson",""
"/subjects/math/calculus/integrals/definite-integral-signed-area/","ia-53087a150b9adb0c","textbook-lesson",""
"/subjects/math/calculus/integrals/definite-integrals-by-substitution/","ia-3e6834297c0382de","textbook-lesson",""
"/subjects/math/calculus/integrals/displacement-and-distance/","ia-5adcdb9f1a750263","textbook-lesson",""
"/subjects/math/calculus/integrals/fundamental-theorem-part-one/","ia-ddaa928b8f49ca5b","textbook-lesson",""
"/subjects/math/calculus/integrals/fundamental-theorem-part-two/","ia-a20a017c15c41a5b","textbook-lesson",""
"/subjects/math/calculus/integrals/improper-integrals-infinite-intervals/","ia-4aacd5bb3f5de870","textbook-lesson",""
"/subjects/math/calculus/integrals/improper-integrals-unbounded-functions/","ia-54118e5d9f3d7546","textbook-lesson",""
"/subjects/math/calculus/integrals/indefinite-integrals-and-c/","ia-3bc0f8b7145ca006","textbook-lesson",""
"/subjects/math/calculus/integrals/initial-value-problems/","ia-3e27c4127951034e","textbook-lesson",""
"/subjects/math/calculus/integrals/integration-by-parts/","ia-68499b9368408a23","textbook-lesson",""
"/subjects/math/calculus/integrals/integration-strategy/","ia-c12f44b1641f6eae","textbook-lesson",""
"/subjects/math/calculus/integrals/left-right-midpoint-riemann-sums/","ia-988b2cfc2992d24e","textbook-lesson",""
"/subjects/math/calculus/integrals/net-change-theorem/","ia-b8a12535940463f6","textbook-lesson",""
"/subjects/math/calculus/integrals/numerical-integration/","ia-3150c3fc6f705ed4","textbook-lesson",""
"/subjects/math/calculus/integrals/partial-fractions/","ia-878919bded095af3","textbook-lesson",""
"/subjects/math/calculus/integrals/partitions-and-sigma-notation/","ia-9a7c1dd66e922808","textbook-lesson",""
"/subjects/math/calculus/integrals/practice-exam-a-answer-key/","ia-a2ef2b93981a6f20","textbook-lesson",""
"/subjects/math/calculus/integrals/practice-exam-a/","ia-22a01cfdd8a21548","textbook-lesson",""
"/subjects/math/calculus/integrals/practice-exam-b-answer-key/","ia-7d2109ced14f5a09","textbook-lesson",""
"/subjects/math/calculus/integrals/practice-exam-b/","ia-3be0a0869cbb9949","textbook-lesson",""
"/subjects/math/calculus/integrals/properties-of-definite-integrals/","ia-7aea842ee235e432","textbook-lesson",""
"/subjects/math/calculus/integrals/rates-to-total-change/","ia-5d75be6c46cf35ec","textbook-lesson",""
"/subjects/math/calculus/integrals/review/","ia-f858f100f46d6717","textbook-lesson",""
"/subjects/math/calculus/integrals/riemann-sum-limit/","ia-6043db0f4ace5aa5","textbook-lesson",""
"/subjects/math/calculus/integrals/simpsons-rule/","ia-beb773c13abecefb","textbook-lesson",""
"/subjects/math/calculus/integrals/substitution/","ia-45226460c220e968","textbook-lesson",""
"/subjects/math/calculus/integrals/trigonometric-integrals/","ia-029cdde921562d27","textbook-lesson",""
"/subjects/math/calculus/integrals/trigonometric-substitution/","ia-bf7851278a40f10f","textbook-lesson",""
"/subjects/math/calculus/integrals/variable-limits-and-chain-rule/","ia-6e9d04669799460a","textbook-lesson",""
"/subjects/math/calculus/integration-applications/","ia-99f7cbacdde428ed","unit-hub",""
