route,page_role,query_type,query,result_count,exact_rank,first_result,first_result_role
"/glossary/math/derivative/","glossary-term","primary_skill","glossary term derivative","216","73","/subjects/math/calculus/derivatives/foundations-concept-quiz/","textbook-lesson"
"/glossary/math/fundamental-theorem-calculus/","glossary-term","exact_title","Fundamental theorem of calculus","488","1","/glossary/math/fundamental-theorem-calculus/","glossary-term"
"/glossary/math/fundamental-theorem-calculus/","glossary-term","short_title","Fundamental Theorem Calculus: Meaning, Notation, and Example","549","4","/subjects/math/calculus/integrals/fundamental-theorem-part-one/","textbook-lesson"
"/glossary/math/fundamental-theorem-calculus/","glossary-term","slug_without_hyphens","fundamental theorem calculus","488","3","/subjects/math/calculus/integrals/fundamental-theorem-part-one/","textbook-lesson"
"/glossary/math/fundamental-theorem-calculus/","glossary-term","primary_concept","fundamental theorem calculus","488","3","/subjects/math/calculus/integrals/fundamental-theorem-part-one/","textbook-lesson"
"/glossary/math/fundamental-theorem-calculus/","glossary-term","primary_skill","glossary term fundamental theorem calculus","500","3","/subjects/math/calculus/integrals/fundamental-theorem-part-one/","textbook-lesson"
"/glossary/math/geometric-series/","glossary-term","exact_title","Geometric series","115","1","/glossary/math/geometric-series/","glossary-term"
"/glossary/math/geometric-series/","glossary-term","short_title","Geometric Series: Meaning, Notation, and Example","218","15","/subjects/math/calculus/worked-problems/shifted-geometric-series/","worked-problem"
"/glossary/math/geometric-series/","glossary-term","slug_without_hyphens","geometric series","115","1","/glossary/math/geometric-series/","glossary-term"
"/glossary/math/geometric-series/","glossary-term","primary_concept","geometric-series","115","1","/glossary/math/geometric-series/","glossary-term"
"/glossary/math/geometric-series/","glossary-term","primary_skill","glossary term geometric-series","140","5","/subjects/math/calculus/worksheets/geometric-series/","worksheet"
"/glossary/math/implicit-differentiation/","glossary-term","exact_title","Implicit differentiation","197","1","/glossary/math/implicit-differentiation/","glossary-term"
"/glossary/math/implicit-differentiation/","glossary-term","short_title","Implicit Differentiation: Meaning, Notation, and Example","286","21","/subjects/math/calculus/derivatives/notation-and-units/","textbook-lesson"
"/glossary/math/implicit-differentiation/","glossary-term","slug_without_hyphens","implicit differentiation","197","1","/glossary/math/implicit-differentiation/","glossary-term"
"/glossary/math/implicit-differentiation/","glossary-term","primary_concept","derivative","202","67","/glossary/math/derivative/","glossary-term"
"/glossary/math/implicit-differentiation/","glossary-term","primary_skill","glossary term derivative","216","67","/subjects/math/calculus/derivatives/foundations-concept-quiz/","textbook-lesson"
"/glossary/math/improper-integral/","glossary-term","exact_title","Improper integral","109","1","/glossary/math/improper-integral/","glossary-term"
"/glossary/math/improper-integral/","glossary-term","short_title","Improper Integral: Meaning, Notation, and Example","214","8","/subjects/math/calculus/integrals/improper-integrals-infinite-intervals/","textbook-lesson"
"/glossary/math/improper-integral/","glossary-term","slug_without_hyphens","improper integral","109","1","/glossary/math/improper-integral/","glossary-term"
"/glossary/math/improper-integral/","glossary-term","primary_concept","integral","111","20","/subjects/math/calculus/integrals/","unit-hub"
"/glossary/math/improper-integral/","glossary-term","primary_skill","glossary term integral","139","42","/subjects/math/calculus/integrals/","unit-hub"
"/glossary/math/integration-by-parts/","glossary-term","exact_title","Integration by parts","120","1","/glossary/math/integration-by-parts/","glossary-term"
"/glossary/math/integration-by-parts/","glossary-term","short_title","Integration By Parts: Meaning, Notation, and Example","222","9","/subjects/math/calculus/worked-problems/integration-by-parts-log-x/","worked-problem"
"/glossary/math/integration-by-parts/","glossary-term","slug_without_hyphens","integration by parts","120","1","/glossary/math/integration-by-parts/","glossary-term"
"/glossary/math/integration-by-parts/","glossary-term","primary_concept","integration-by-parts","120","1","/glossary/math/integration-by-parts/","glossary-term"
"/glossary/math/integration-by-parts/","glossary-term","primary_skill","glossary term integration-by-parts","150","9","/subjects/math/calculus/worksheets/integration-by-parts/","worksheet"
"/glossary/math/limit/","glossary-term","exact_title","Limit","110","1","/glossary/math/limit/","glossary-term"
"/glossary/math/limit/","glossary-term","short_title","Limit: Meaning, Notation, and Example","221","85","/subjects/math/calculus/limits-continuity/unit/limits/meaning-practice/","textbook-lesson"
"/glossary/math/limit/","glossary-term","slug_without_hyphens","limit","110","1","/glossary/math/limit/","glossary-term"
"/glossary/math/limit/","glossary-term","primary_concept","limit","110","1","/glossary/math/limit/","glossary-term"
"/glossary/math/limit/","glossary-term","primary_skill","glossary term limit","133","72","/subjects/math/calculus/limits-continuity/evaluating-indeterminate-limits/","quick-answer"
"/glossary/math/local-maximum/","glossary-term","exact_title","Local maximum","13","1","/glossary/math/local-maximum/","glossary-term"
"/glossary/math/local-maximum/","glossary-term","short_title","Local Maximum: Meaning, Notation, and Example","133","2","/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","textbook-lesson"
"/glossary/math/local-maximum/","glossary-term","slug_without_hyphens","local maximum","13","1","/glossary/math/local-maximum/","glossary-term"
"/glossary/math/local-maximum/","glossary-term","primary_concept","local maximum","13","1","/glossary/math/local-maximum/","glossary-term"
"/glossary/math/local-maximum/","glossary-term","primary_skill","glossary term local maximum","40","1","/glossary/math/local-maximum/","glossary-term"
"/glossary/math/local-minimum/","glossary-term","exact_title","Local minimum","13","1","/glossary/math/local-minimum/","glossary-term"
"/glossary/math/local-minimum/","glossary-term","short_title","Local Minimum: Meaning, Notation, and Example","133","2","/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","textbook-lesson"
"/glossary/math/local-minimum/","glossary-term","slug_without_hyphens","local minimum","13","1","/glossary/math/local-minimum/","glossary-term"
"/glossary/math/local-minimum/","glossary-term","primary_concept","local minimum","13","1","/glossary/math/local-minimum/","glossary-term"
"/glossary/math/local-minimum/","glossary-term","primary_skill","glossary term local minimum","40","1","/glossary/math/local-minimum/","glossary-term"
"/glossary/math/one-sided-limit/","glossary-term","exact_title","One-sided limit","148","1","/glossary/math/one-sided-limit/","glossary-term"
"/glossary/math/one-sided-limit/","glossary-term","short_title","One Sided Limit: Meaning, Notation, and Example","250","4","/subjects/math/calculus/worked-problems/one-sided-piecewise-limit/","worked-problem"
"/glossary/math/one-sided-limit/","glossary-term","slug_without_hyphens","one sided limit","148","1","/glossary/math/one-sided-limit/","glossary-term"
"/glossary/math/one-sided-limit/","glossary-term","primary_concept","limit","110","63","/glossary/math/limit/","glossary-term"
"/glossary/math/one-sided-limit/","glossary-term","primary_skill","glossary term limit","133","68","/subjects/math/calculus/limits-continuity/evaluating-indeterminate-limits/","quick-answer"
"/glossary/math/optimization/","glossary-term","exact_title","Optimization","16","1","/glossary/math/optimization/","glossary-term"
"/glossary/math/optimization/","glossary-term","short_title","Optimization: Meaning, Notation, and Example","134","35","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem"
"/glossary/math/optimization/","glossary-term","slug_without_hyphens","optimization","16","1","/glossary/math/optimization/","glossary-term"
"/glossary/math/optimization/","glossary-term","primary_concept","optimization","16","1","/glossary/math/optimization/","glossary-term"
"/glossary/math/optimization/","glossary-term","primary_skill","glossary term optimization","42","20","/subjects/math/calculus/worksheets/optimization/","worksheet"
"/glossary/math/power-series/","glossary-term","exact_title","Power series","118","1","/glossary/math/power-series/","glossary-term"
"/glossary/math/power-series/","glossary-term","short_title","Power Series: Meaning, Notation, and Example","218","27","/subjects/math/calculus/worked-problems/interval-of-convergence-example/","worked-problem"
"/glossary/math/power-series/","glossary-term","slug_without_hyphens","power series","118","1","/glossary/math/power-series/","glossary-term"
"/glossary/math/power-series/","glossary-term","primary_concept","power-series","118","1","/glossary/math/power-series/","glossary-term"
"/glossary/math/power-series/","glossary-term","primary_skill","glossary term power-series","142","16","/subjects/math/calculus/power-series-and-taylor-series/differentiating-and-integrating-power-series/","textbook-lesson"
"/glossary/math/radius-of-convergence/","glossary-term","exact_title","Radius of convergence","112","1","/glossary/math/radius-of-convergence/","glossary-term"
"/glossary/math/radius-of-convergence/","glossary-term","short_title","Radius Of Convergence: Meaning, Notation, and Example","215","12","/subjects/math/calculus/worked-problems/interval-of-convergence-example/","worked-problem"
"/glossary/math/radius-of-convergence/","glossary-term","slug_without_hyphens","radius of convergence","112","1","/glossary/math/radius-of-convergence/","glossary-term"
"/glossary/math/radius-of-convergence/","glossary-term","primary_concept","radius of convergence","112","1","/glossary/math/radius-of-convergence/","glossary-term"
"/glossary/math/radius-of-convergence/","glossary-term","primary_skill","glossary term radius of convergence","137","2","/subjects/math/calculus/power-series-and-taylor-series/radius-and-interval-of-convergence/","textbook-lesson"
"/glossary/math/related-rates/","glossary-term","exact_title","Related rates","19","1","/glossary/math/related-rates/","glossary-term"
"/glossary/math/related-rates/","glossary-term","short_title","Related Rates: Meaning, Notation, and Example","140","8","/subjects/math/calculus/derivative-applications/related-rates-mixed/","textbook-lesson"
"/glossary/math/related-rates/","glossary-term","slug_without_hyphens","related rates","19","1","/glossary/math/related-rates/","glossary-term"
"/glossary/math/related-rates/","glossary-term","primary_concept","related-rates","19","1","/glossary/math/related-rates/","glossary-term"
"/glossary/math/related-rates/","glossary-term","primary_skill","glossary term related-rates","46","8","/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","textbook-lesson"
"/glossary/math/sequence/","glossary-term","exact_title","Sequence","116","1","/glossary/math/sequence/","glossary-term"
"/glossary/math/sequence/","glossary-term","short_title","Sequence: Meaning, Notation, and Example","215","91","/subjects/math/calculus/worked-problems/interval-of-convergence-example/","worked-problem"
"/glossary/math/sequence/","glossary-term","slug_without_hyphens","sequence","116","1","/glossary/math/sequence/","glossary-term"
"/glossary/math/sequence/","glossary-term","primary_concept","sequence","116","1","/glossary/math/sequence/","glossary-term"
"/glossary/math/sequence/","glossary-term","primary_skill","glossary term sequence","137","69","/subjects/math/calculus/sequences-and-series/nth-term-divergence-test/","textbook-lesson"
"/glossary/math/series/","glossary-term","exact_title","Series","116","1","/glossary/math/series/","glossary-term"
"/glossary/math/series/","glossary-term","short_title","Series: Meaning, Notation, and Example","215","85","/subjects/math/calculus/worked-problems/interval-of-convergence-example/","worked-problem"
"/glossary/math/series/","glossary-term","slug_without_hyphens","series","116","1","/glossary/math/series/","glossary-term"
"/glossary/math/series/","glossary-term","primary_concept","series","116","1","/glossary/math/series/","glossary-term"
"/glossary/math/series/","glossary-term","primary_skill","glossary term series","137","49","/subjects/math/calculus/sequences-and-series/nth-term-divergence-test/","textbook-lesson"
"/glossary/math/taylor-series/","glossary-term","exact_title","Taylor series","114","1","/glossary/math/taylor-series/","glossary-term"
"/glossary/math/taylor-series/","glossary-term","short_title","Taylor Series: Meaning, Notation, and Example","216","27","/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem"
"/glossary/math/taylor-series/","glossary-term","slug_without_hyphens","taylor series","114","1","/glossary/math/taylor-series/","glossary-term"
"/glossary/math/taylor-series/","glossary-term","primary_concept","taylor-series","114","1","/glossary/math/taylor-series/","glossary-term"
"/glossary/math/taylor-series/","glossary-term","primary_skill","glossary term taylor-series","138","15","/subjects/math/calculus/worksheets/taylor-series/","worksheet"
"/glossary/math/u-substitution/","glossary-term","exact_title","u-substitution","21","1","/glossary/math/u-substitution/","glossary-term"
"/glossary/math/u-substitution/","glossary-term","short_title","U Substitution: Meaning, Notation, and Example","141","33","/subjects/math/calculus/derivatives/notation-and-units/","textbook-lesson"
"/glossary/math/u-substitution/","glossary-term","slug_without_hyphens","u substitution","21","1","/glossary/math/u-substitution/","glossary-term"
"/glossary/math/u-substitution/","glossary-term","primary_concept","u-substitution","21","1","/glossary/math/u-substitution/","glossary-term"
"/glossary/math/u-substitution/","glossary-term","primary_skill","glossary term u-substitution","48","18","/subjects/math/calculus/limits-continuity/evaluating-indeterminate-limits/","quick-answer"
"/learn/calculus/integration-by-parts/","method-guide","exact_title","When should integration by parts be used?","161","1","/learn/calculus/integration-by-parts/","method-guide"
"/learn/calculus/integration-by-parts/","method-guide","short_title","Integration by parts, without the guessing game.","140","5","/subjects/math/calculus/worksheets/integration-by-parts/","worksheet"
"/learn/calculus/integration-by-parts/","method-guide","slug_without_hyphens","integration by parts","120","7","/glossary/math/integration-by-parts/","glossary-term"
"/learn/calculus/integration-by-parts/","method-guide","primary_concept","integration-by-parts","120","7","/glossary/math/integration-by-parts/","glossary-term"
"/learn/calculus/integration-by-parts/","method-guide","primary_skill","method guide integration-by-parts","171","1","/learn/calculus/integration-by-parts/","method-guide"
"/practice/math/","assessment","exact_title","Mathematics practice","378","","/glossary/math/#ratio-test",""
"/practice/math/","assessment","short_title","Choose the mathematics course you are studying.","268","","/subjects/math/calculus/integration-applications/area-between-curves/","textbook-lesson"
"/practice/math/","assessment","slug_without_hyphens","math","214","","/glossary/math/#mathematical-model",""
"/practice/math/","assessment","primary_concept","math","214","","/glossary/math/#mathematical-model",""
"/practice/math/","assessment","primary_skill","assessment math","214","","/glossary/math/#mathematical-model",""
"/practice/math/calculus/","assessment","exact_title","Calculus practice","489","","/subjects/math/calculus/limits-continuity/unit/study/correct-practice-test/","textbook-lesson"
"/practice/math/calculus/","assessment","short_title","Pick the kind of calculus practice you need.","491","","/subjects/math/calculus/practice-exams/calculus-1-final/","practice-exam"
"/practice/math/calculus/","assessment","slug_without_hyphens","calculus","488","","/subjects/math/calculus/practice-exams/calculus-1-final/","practice-exam"
"/practice/math/calculus/","assessment","primary_concept","calculus","488","","/subjects/math/calculus/practice-exams/calculus-1-final/","practice-exam"
"/practice/math/calculus/","assessment","primary_skill","assessment calculus","487","","/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","textbook-lesson"
"/practice/math/calculus/challenges/integration-bee/","assessment","exact_title","Integration Bee","109","1","/practice/math/calculus/challenges/integration-bee/","assessment"
"/practice/math/calculus/challenges/integration-bee/","assessment","short_title","Twenty integrals. One very honest clock.","72","64","/subjects/math/calculus/integrals/definite-integrals-by-substitution/","textbook-lesson"
"/practice/math/calculus/challenges/integration-bee/","assessment","slug_without_hyphens","integration bee","109","1","/practice/math/calculus/challenges/integration-bee/","assessment"
"/practice/math/calculus/challenges/integration-bee/","assessment","primary_concept","integral","111","46","/subjects/math/calculus/integrals/","unit-hub"
"/practice/math/calculus/challenges/integration-bee/","assessment","primary_skill","assessment integral","109","3","/subjects/math/calculus/integrals/","unit-hub"
"/practice/math/calculus/diagnostics/calculus-readiness/","assessment","exact_title","Calculus readiness diagnostic","487","1","/practice/math/calculus/diagnostics/calculus-readiness/","assessment"
"/practice/math/calculus/diagnostics/calculus-readiness/","assessment","short_title","Calculus readiness diagnostic","487","1","/practice/math/calculus/diagnostics/calculus-readiness/","assessment"
"/practice/math/calculus/diagnostics/calculus-readiness/","assessment","slug_without_hyphens","calculus readiness","487","1","/practice/math/calculus/diagnostics/calculus-readiness/","assessment"
"/practice/math/calculus/diagnostics/calculus-readiness/","assessment","primary_concept","calculus readiness","487","1","/practice/math/calculus/diagnostics/calculus-readiness/","assessment"
"/practice/math/calculus/diagnostics/calculus-readiness/","assessment","primary_skill","assessment calculus readiness","487","1","/practice/math/calculus/diagnostics/calculus-readiness/","assessment"
"/practice/math/calculus/exams/calculus-foundations/","practice-exam","exact_title","Calculus foundations practice exam","531","1","/practice/math/calculus/exams/calculus-foundations/","practice-exam"
"/practice/math/calculus/exams/calculus-foundations/","practice-exam","short_title","Calculus foundations practice exam","531","1","/practice/math/calculus/exams/calculus-foundations/","practice-exam"
"/practice/math/calculus/exams/calculus-foundations/","practice-exam","slug_without_hyphens","calculus foundations","529","1","/practice/math/calculus/exams/calculus-foundations/","practice-exam"
"/practice/math/calculus/exams/calculus-foundations/","practice-exam","primary_concept","calculus foundations","529","1","/practice/math/calculus/exams/calculus-foundations/","practice-exam"
"/practice/math/calculus/exams/calculus-foundations/","practice-exam","primary_skill","practice exam calculus foundations","531","4","/subjects/math/calculus/derivatives/foundations-concept-quiz/","textbook-lesson"
"/practice/math/calculus/quizzes/integration-method-selection/","assessment","exact_title","Integration method selection","159","1","/practice/math/calculus/quizzes/integration-method-selection/","assessment"
"/practice/math/calculus/quizzes/integration-method-selection/","assessment","short_title","Integration method selection","159","1","/practice/math/calculus/quizzes/integration-method-selection/","assessment"
"/practice/math/calculus/quizzes/integration-method-selection/","assessment","slug_without_hyphens","integration method selection","159","1","/practice/math/calculus/quizzes/integration-method-selection/","assessment"
"/practice/math/calculus/quizzes/integration-method-selection/","assessment","primary_concept","integral","111","54","/subjects/math/calculus/integrals/","unit-hub"
"/practice/math/calculus/quizzes/integration-method-selection/","assessment","primary_skill","assessment integral","109","23","/subjects/math/calculus/integrals/","unit-hub"
"/subjects/math/algebra/expressions-equations/","quick-answer","exact_title","Expressions & Equations","26","1","/subjects/math/algebra/expressions-equations/","quick-answer"
"/subjects/math/algebra/expressions-equations/","quick-answer","short_title","Expressions & Equations","26","1","/subjects/math/algebra/expressions-equations/","quick-answer"
"/subjects/math/algebra/expressions-equations/","quick-answer","slug_without_hyphens","expressions equations","26","1","/subjects/math/algebra/expressions-equations/","quick-answer"
"/subjects/math/algebra/expressions-equations/","quick-answer","primary_concept","expressions equations","26","1","/subjects/math/algebra/expressions-equations/","quick-answer"
"/subjects/math/algebra/expressions-equations/","quick-answer","primary_skill","quick answer expressions equations","76","1","/subjects/math/algebra/expressions-equations/","quick-answer"
"/subjects/math/algebra/expressions-equations/combining-like-terms/","method-guide","exact_title","Combining like terms without combining things that only look alike","33","1","/subjects/math/algebra/expressions-equations/combining-like-terms/","method-guide"
"/subjects/math/algebra/expressions-equations/combining-like-terms/","method-guide","short_title","Combining like terms without combining things that only look alike","33","1","/subjects/math/algebra/expressions-equations/combining-like-terms/","method-guide"
"/subjects/math/algebra/expressions-equations/combining-like-terms/","method-guide","slug_without_hyphens","combining like terms","5","1","/subjects/math/algebra/expressions-equations/combining-like-terms/","method-guide"
"/subjects/math/algebra/expressions-equations/combining-like-terms/","method-guide","primary_concept","combining like terms","5","1","/subjects/math/algebra/expressions-equations/combining-like-terms/","method-guide"
"/subjects/math/algebra/expressions-equations/combining-like-terms/","method-guide","primary_skill","method guide combining like terms","78","1","/subjects/math/algebra/expressions-equations/combining-like-terms/","method-guide"
"/subjects/math/algebra/expressions-equations/distributive-property/","method-guide","exact_title","The distributive property: why the outside factor reaches every term","63","1","/subjects/math/algebra/expressions-equations/distributive-property/","method-guide"
"/subjects/math/algebra/expressions-equations/distributive-property/","method-guide","short_title","The distributive property: why the outside factor reaches every term","63","1","/subjects/math/algebra/expressions-equations/distributive-property/","method-guide"
"/subjects/math/algebra/expressions-equations/distributive-property/","method-guide","slug_without_hyphens","distributive property","5","2","/glossary/math/#distributive-property",""
"/subjects/math/algebra/expressions-equations/distributive-property/","method-guide","primary_concept","distributive property","5","2","/glossary/math/#distributive-property",""
"/subjects/math/algebra/expressions-equations/distributive-property/","method-guide","primary_skill","method guide distributive property","79","1","/subjects/math/algebra/expressions-equations/distributive-property/","method-guide"
"/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","method-guide","exact_title","Evaluating algebraic expressions by substitution","55","1","/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","method-guide"
"/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","method-guide","short_title","Evaluating algebraic expressions by substitution","55","1","/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","method-guide"
"/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","method-guide","slug_without_hyphens","evaluating expressions by substitution","52","1","/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","method-guide"
"/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","method-guide","primary_concept","evaluating expressions by substitution","52","1","/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","method-guide"
"/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","method-guide","primary_skill","method guide evaluating expressions by substitution","105","1","/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","method-guide"
"/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","method-guide","exact_title","Order of operations with variables: what actually comes first?","17","1","/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","method-guide"
"/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","method-guide","short_title","Order of operations with variables: what actually comes first?","17","1","/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","method-guide"
"/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","method-guide","slug_without_hyphens","order of operations with variables","8","1","/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","method-guide"
"/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","method-guide","primary_concept","order of operations with variables","8","1","/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","method-guide"
"/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","method-guide","primary_skill","method guide order of operations with variables","79","1","/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","method-guide"
"/subjects/math/algebra/expressions-equations/solving-linear-equations/","decision-guide","exact_title","Solving linear equations: keep the balance, not a bag of tricks","173","1","/subjects/math/algebra/expressions-equations/solving-linear-equations/","decision-guide"
"/subjects/math/algebra/expressions-equations/solving-linear-equations/","decision-guide","short_title","Solving linear equations: keep the balance, not a bag of tricks","173","1","/subjects/math/algebra/expressions-equations/solving-linear-equations/","decision-guide"
"/subjects/math/algebra/expressions-equations/solving-linear-equations/","decision-guide","slug_without_hyphens","solving linear equations","93","1","/subjects/math/algebra/expressions-equations/solving-linear-equations/","decision-guide"
"/subjects/math/algebra/expressions-equations/solving-linear-equations/","decision-guide","primary_concept","solving linear equations","93","1","/subjects/math/algebra/expressions-equations/solving-linear-equations/","decision-guide"
"/subjects/math/algebra/expressions-equations/solving-linear-equations/","decision-guide","primary_skill","decision guide solving linear equations","120","1","/subjects/math/algebra/expressions-equations/solving-linear-equations/","decision-guide"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","decision-guide","exact_title","Variables on both sides: which side should you move them to?","252","1","/subjects/math/algebra/expressions-equations/variables-on-both-sides/","decision-guide"
