url,conceptId,queryFamily,intent,modifiers,courseLevel,primaryUrl,isPrimaryOwner,primaryRole,secondaryUrls,currentCompetitors,currentTitle,currentH1,proposedH1,proposedSeoTitle,proposedDescription,canonicalUrl,canonicalPolicy,indexPolicy,action,redirectFrom,collisionScore,gscQueryOverlap,gscImpressions,googleSelectedCanonical,backlinkEquity,branch2Needed,branch3Needed,status,notes,verification,lessonId,pageRole
/glossary/math/derivative/,concept.math.derivative,differentiate,reference-definition,derivative,sitewide,/glossary/math/derivative/,true,glossary-term,,,"Derivative: Meaning, Notation, and Example | Better Grades","Derivative: Meaning, Notation, and Example","Derivative: Meaning, Notation, and Example","Derivative: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of derivative in calculus.",https://bettergrades.net/glossary/math/derivative/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=7,,glossary-term
/glossary/math/fundamental-theorem-calculus/,concept.math.fundamental-theorem-calculus,ftc,reference-definition,fundamental theorem calculus,sitewide,/glossary/math/fundamental-theorem-calculus/,true,glossary-term,,,"Fundamental Theorem Calculus: Meaning, Notation, and Example | Better Grades","Fundamental Theorem Calculus: Meaning, Notation, and Example","Fundamental Theorem Calculus: Meaning, Notation, and Example","Fundamental Theorem Calculus: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of fundamental theorem calculus in calculus.",https://bettergrades.net/glossary/math/fundamental-theorem-calculus/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=2,,glossary-term
/glossary/math/geometric-series/,concept.math.geometric-series,geometric sum,reference-definition,geometric series,sitewide,/glossary/math/geometric-series/,true,glossary-term,,,"Geometric Series: Meaning, Notation, and Example | Better Grades","Geometric Series: Meaning, Notation, and Example","Geometric Series: Meaning, Notation, and Example","Geometric Series: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of geometric series in calculus.",https://bettergrades.net/glossary/math/geometric-series/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=8,,glossary-term
/glossary/math/implicit-differentiation/,concept.math.derivative,implicit derivative,reference-definition,implicit differentiation,sitewide,/glossary/math/implicit-differentiation/,true,glossary-term,,,"Implicit Differentiation: Meaning, Notation, and Example | Better Grades","Implicit Differentiation: Meaning, Notation, and Example","Implicit Differentiation: Meaning, Notation, and Example","Implicit Differentiation: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of implicit differentiation in calculus.",https://bettergrades.net/glossary/math/implicit-differentiation/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,,glossary-term
/glossary/math/improper-integral/,concept.math.integral,infinite integral,reference-definition,improper integral,sitewide,/glossary/math/improper-integral/,true,glossary-term,,,"Improper Integral: Meaning, Notation, and Example | Better Grades","Improper Integral: Meaning, Notation, and Example","Improper Integral: Meaning, Notation, and Example","Improper Integral: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of improper integral in calculus.",https://bettergrades.net/glossary/math/improper-integral/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=2,,glossary-term
/glossary/math/integration-by-parts/,concept.math.integration-by-parts,parts formula,reference-definition,integration by parts,sitewide,/glossary/math/integration-by-parts/,true,glossary-term,,,"Integration By Parts: Meaning, Notation, and Example | Better Grades","Integration By Parts: Meaning, Notation, and Example","Integration By Parts: Meaning, Notation, and Example","Integration By Parts: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of integration by parts in calculus.",https://bettergrades.net/glossary/math/integration-by-parts/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=13,,glossary-term
/glossary/math/limit/,concept.math.limit,limiting value,reference-definition,limit,sitewide,/glossary/math/limit/,true,glossary-term,,,"Limit: Meaning, Notation, and Example | Better Grades","Limit: Meaning, Notation, and Example","Limit: Meaning, Notation, and Example","Limit: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of limit in calculus.",https://bettergrades.net/glossary/math/limit/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=10,,glossary-term
/glossary/math/local-maximum/,concept.math.local-maximum,relative maximum,reference-definition,local maximum,sitewide,/glossary/math/local-maximum/,true,glossary-term,,,"Local Maximum: Meaning, Notation, and Example | Better Grades","Local Maximum: Meaning, Notation, and Example","Local Maximum: Meaning, Notation, and Example","Local Maximum: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of local maximum in calculus.",https://bettergrades.net/glossary/math/local-maximum/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,,glossary-term
/glossary/math/local-minimum/,concept.math.local-minimum,relative minimum,reference-definition,local minimum,sitewide,/glossary/math/local-minimum/,true,glossary-term,,,"Local Minimum: Meaning, Notation, and Example | Better Grades","Local Minimum: Meaning, Notation, and Example","Local Minimum: Meaning, Notation, and Example","Local Minimum: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of local minimum in calculus.",https://bettergrades.net/glossary/math/local-minimum/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=3,,glossary-term
/glossary/math/one-sided-limit/,concept.math.limit,left-hand limit,reference-definition,one sided limit,sitewide,/glossary/math/one-sided-limit/,true,glossary-term,,,"One Sided Limit: Meaning, Notation, and Example | Better Grades","One Sided Limit: Meaning, Notation, and Example","One Sided Limit: Meaning, Notation, and Example","One Sided Limit: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of one sided limit in calculus.",https://bettergrades.net/glossary/math/one-sided-limit/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=5,,glossary-term
/glossary/math/optimization/,concept.math.optimization,optimization problem,reference-definition,optimization,sitewide,/glossary/math/optimization/,true,glossary-term,,,"Optimization: Meaning, Notation, and Example | Better Grades","Optimization: Meaning, Notation, and Example","Optimization: Meaning, Notation, and Example","Optimization: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of optimization in calculus.",https://bettergrades.net/glossary/math/optimization/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=3,,glossary-term
/glossary/math/power-series/,concept.math.power-series,series in powers,reference-definition,power series,sitewide,/glossary/math/power-series/,true,glossary-term,,,"Power Series: Meaning, Notation, and Example | Better Grades","Power Series: Meaning, Notation, and Example","Power Series: Meaning, Notation, and Example","Power Series: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of power series in calculus.",https://bettergrades.net/glossary/math/power-series/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=2,,glossary-term
/glossary/math/radius-of-convergence/,concept.math.radius-of-convergence,convergence radius,reference-definition,radius of convergence,sitewide,/glossary/math/radius-of-convergence/,true,glossary-term,,,"Radius Of Convergence: Meaning, Notation, and Example | Better Grades","Radius Of Convergence: Meaning, Notation, and Example","Radius Of Convergence: Meaning, Notation, and Example","Radius Of Convergence: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of radius of convergence in calculus.",https://bettergrades.net/glossary/math/radius-of-convergence/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=2,,glossary-term
/glossary/math/related-rates/,concept.math.related-rates,rates problem,reference-definition,related rates,sitewide,/glossary/math/related-rates/,true,glossary-term,,,"Related Rates: Meaning, Notation, and Example | Better Grades","Related Rates: Meaning, Notation, and Example","Related Rates: Meaning, Notation, and Example","Related Rates: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of related rates in calculus.",https://bettergrades.net/glossary/math/related-rates/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=2,,glossary-term
/glossary/math/sequence/,concept.math.sequence,number sequence,reference-definition,sequence,sitewide,/glossary/math/sequence/,true,glossary-term,,,"Sequence: Meaning, Notation, and Example | Better Grades","Sequence: Meaning, Notation, and Example","Sequence: Meaning, Notation, and Example","Sequence: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of sequence in calculus.",https://bettergrades.net/glossary/math/sequence/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=2,,glossary-term
/glossary/math/series/,concept.math.series,infinite series,reference-definition,series,sitewide,/glossary/math/series/,true,glossary-term,,,"Series: Meaning, Notation, and Example | Better Grades","Series: Meaning, Notation, and Example","Series: Meaning, Notation, and Example","Series: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of series in calculus.",https://bettergrades.net/glossary/math/series/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=2,,glossary-term
/glossary/math/taylor-series/,concept.math.taylor-series,taylor expansion,reference-definition,taylor series,sitewide,/glossary/math/taylor-series/,true,glossary-term,,,"Taylor Series: Meaning, Notation, and Example | Better Grades","Taylor Series: Meaning, Notation, and Example","Taylor Series: Meaning, Notation, and Example","Taylor Series: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of taylor series in calculus.",https://bettergrades.net/glossary/math/taylor-series/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=8,,glossary-term
/glossary/math/u-substitution/,concept.math.u-substitution,substitution rule,reference-definition,u substitution,sitewide,/glossary/math/u-substitution/,true,glossary-term,,,"U Substitution: Meaning, Notation, and Example | Better Grades","U Substitution: Meaning, Notation, and Example","U Substitution: Meaning, Notation, and Example","U Substitution: Meaning, Notation, and Example | Better Grades","Learn the definition, notation, interpretation, and use of u substitution in calculus.",https://bettergrades.net/glossary/math/u-substitution/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=2,,glossary-term
/learn/calculus/integration-by-parts/,concept.math.integration-by-parts,∫u dv = uv − ∫v du,quick-answer,integration by parts,calculus,/learn/calculus/integration-by-parts/,true,method-guide,,,When to use integration by parts: recognition and setup | Better Grades,When should you use integration by parts?,When should you use integration by parts?,When to use integration by parts: recognition and setup | Better Grades,"Recognize integration by parts, choose u and dv, and know when another method is better.",https://bettergrades.net/learn/calculus/integration-by-parts/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=4,,method-guide
/practice/math/calculus/challenges/integration-bee/,concept.math.integral,/bee/,assessment,integration bee,calculus,/practice/math/calculus/challenges/integration-bee/,true,assessment,,,Integration Bee | Better Grades,Twenty integrals. One very honest clock.,Twenty integrals. One very honest clock.,Integration Bee | Better Grades,"Twenty reviewed integrals in timed or untimed mode, with explanations after each answer.",https://bettergrades.net/practice/math/calculus/challenges/integration-bee/,SELF_CANONICAL,index,KEEP,/bee/,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=1,,assessment
/practice/math/calculus/diagnostics/calculus-readiness/,concept.math.calculus-readiness,/exams/calculus-readiness/,assessment,calculus readiness,calculus,/practice/math/calculus/diagnostics/calculus-readiness/,true,assessment,,,Calculus readiness diagnostic | Better Grades,Calculus readiness diagnostic,Calculus readiness diagnostic,Calculus readiness diagnostic | Better Grades,"Find algebra, functions, and trigonometry gaps before calculus makes them louder.",https://bettergrades.net/practice/math/calculus/diagnostics/calculus-readiness/,SELF_CANONICAL,index,KEEP,/exams/calculus-readiness/,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=7,,assessment
/practice/math/calculus/exams/calculus-foundations/,concept.math.calculus-foundations,limits & continuity,practice-exam,calculus foundations,calculus,/practice/math/calculus/exams/calculus-foundations/,true,practice-exam,,,Calculus foundations practice exam | Better Grades,Calculus foundations practice exam,Calculus foundations practice exam,Calculus foundations practice exam | Better Grades,"A mixed, no-account practice exam covering prerequisites and integration-method recognition.",https://bettergrades.net/practice/math/calculus/exams/calculus-foundations/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=13,,practice-exam
/practice/math/calculus/quizzes/integration-method-selection/,concept.math.integral,/practice/calculus/integration-method-selection/,assessment,integration method selection,calculus,/practice/math/calculus/quizzes/integration-method-selection/,true,assessment,,,Integration method selection | Better Grades,Integration method selection,Integration method selection,Integration method selection | Better Grades,Choose the best first move before the algebra begins.,https://bettergrades.net/practice/math/calculus/quizzes/integration-method-selection/,SELF_CANONICAL,index,KEEP,/practice/calculus/integration-method-selection/,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=10,,assessment
/resources/,concept.math.resources,resources,practice-exam,,sitewide,/resources/,true,resource-library,,,"Free Math Resources | Worksheets, Practice Exams, Guides, and More | Better Grades","Everything printable, visual, and worked through.","Everything printable, visual, and worked through.","Free Math Resources | Worksheets, Practice Exams, Guides, and More | Better Grades","Browse every published Better Grades worksheet, practice exam, formula sheet, visual guide, worked problem, and glossary reference.",https://bettergrades.net/resources/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=974,,resource-library
/subjects/,concept.math.subjects,subjects,navigation-hub,,sitewide,/subjects/,true,subject-hub,,,Browse subjects | Better Grades,"Free help, organized like a course.","Free help, organized like a course.",Browse subjects | Better Grades,Explore Better Grades resources by subject and course.,https://bettergrades.net/subjects/,SELF_CANONICAL,index,KEEP,/topics/ | /library/,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=974,,subject-hub
/subjects/math/,concept.math.math,math,method-selection,,sitewide,/subjects/math/,true,subject-hub,,,Mathematics | Better Grades,Choose your course.,Choose your course.,Mathematics | Better Grades,"Clear explanations, worked examples, tools, and practice organized by the mathematics you are learning.",https://bettergrades.net/subjects/math/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=576,,subject-hub
/subjects/math/algebra/,concept.math.algebra,"algebra: quantities, equations, and structure",navigation-hub,algebra,algebra,/subjects/math/algebra/,true,course-hub,,,"Algebra: Quantities, Equations, and Structure | Better Grades","Algebra: Quantities, Equations, and Structure","Algebra: Quantities, Equations, and Structure","Algebra: Quantities, Equations, and Structure | Better Grades","A complete Algebra course from arithmetic readiness through functions, logarithms, synthesis, cumulative practice, and assessment.",https://bettergrades.net/subjects/math/algebra/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=974,,course-hub
/subjects/math/algebra/arithmetic-readiness/,concept.math.arithmetic-readiness-and-repair,unit a0: arithmetic readiness and repair,navigation-hub,arithmetic readiness,algebra,/subjects/math/algebra/arithmetic-readiness/,true,unit-hub,,,Unit A0: Arithmetic Readiness and Repair | Better Grades,Unit A0: Arithmetic Readiness and Repair,Unit A0: Arithmetic Readiness and Repair,Unit A0: Arithmetic Readiness and Repair | Better Grades,Adaptive support layer with complete instruction for students who need numerical repair. What must be dependable about numbers before symbols can carry meaning? Part of BetterGrades Algebra Unit A0: Arithmetic Readiness and Repair.,https://bettergrades.net/subjects/math/algebra/arithmetic-readiness/,SELF_CANONICAL,index,KEEP,,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false,false,ADJUDICATED,Page-specific query family is sourced from the content registry; role is inferred from explicit route/title markers.,self-canonical=true; sitemap=true; inboundInternalLinks=17,,unit-hub
