path,pageType,status,contentType,canonical,robots,title,metaDescription,h1Count,mainCount,imageCount,missingAltCount,textLength,textFingerprint,mainTextLength,mainTextFingerprint
"/glossary/math/","glossary","200","text/html; charset=utf-8","https://bettergrades.net/glossary/math/","index, follow","Mathematics glossary | Better Grades","Look up mathematics terms and symbols with visual notation and concise definitions.","1","1","0","0","41910","6bcc46efce5178133c6135265ac9e474a4162604783469dd3a4f728586f235fa","42090","68b6696f78e06bf800767b81612ad767f7a45a5c909e0b17dcb3bbd6c8782c91"
"/glossary/math/conventions/","glossary","200","text/html; charset=utf-8","https://bettergrades.net/glossary/math/conventions/","index, follow","Mathematics variable and notation conventions | Better Grades","See the variable, naming, and notation rules used throughout Better Grades mathematics content.","1","1","0","0","5019","7d31cca0cb77d342faf153aa5e23decaa5d27090f63c82f675a142aef176652e","3300","1107b99c798684f06e5cf1c82934fd003b45d5e04898bfe3baf247a50308a983"
"/search/","policy-or-directory","200","text/html; charset=utf-8","https://bettergrades.net/search/","index, follow","Search Better Grades | Better Grades","Search free answers, complete topic guides, practice, tools, and visual mathematics definitions.","1","1","0","0","7201","064630b6c7207f47ef5f705edb80eea424a25f453dae06c5f0b4d108e2b24d85","5208","516d58244bcc52818c59b17fa4d604e7281bbf03d572d4b6a8969ac6585b4095"
"/about/","policy-or-directory","200","text/html; charset=utf-8","https://bettergrades.net/about/","index, follow","Better Grades | Better Grades","Better Grades publishing and product standards.","1","1","0","0","2189","4386c4739affa64944e0bc68b67b070aac5a8f9159dc94cae8f446aea6e3ce4e","711","6f57b6c1e38f63bc7a7781362996f360f9d87d8c2f94f7fa43b8e69c39796d6b"
"/how-we-verify/","policy-or-directory","200","text/html; charset=utf-8","https://bettergrades.net/how-we-verify/","index, follow","Better Grades | Better Grades","Better Grades publishing and product standards.","1","1","0","0","2157","30a0664ee24c2890b2e55ac0158a6693517dfaacdd3d1d05a126c9479562603c","677","3d62a9bee3ada8d3cd7c31c93fa7918c1adeb7c2d16eb5dd8f27d486a6c95227"
"/editorial-policy/","policy-or-directory","200","text/html; charset=utf-8","https://bettergrades.net/editorial-policy/","index, follow","Better Grades | Better Grades","Better Grades publishing and product standards.","1","1","0","0","2072","2255f70e557034d16e2f2f4290188b7281eb9e615de460665a192103f7f00f4e","594","6de9ad9c60d6e1dd733a43712f7c8d2c48ba3db84996a3dc67714ba476f0d1a1"
"/source-policy/","policy-or-directory","200","text/html; charset=utf-8","https://bettergrades.net/source-policy/","index, follow","Better Grades | Better Grades","Better Grades publishing and product standards.","1","1","0","0","2176","8cb768551013866b12c0fe89c664d0442ee0539fbbc16fd603866efa5ad15ed7","696","a74c5ac2005a999c7637d67006217b8cf1e5a968774cb63237c9bb2e68e7621c"
"/corrections/","policy-or-directory","200","text/html; charset=utf-8","https://bettergrades.net/corrections/","index, follow","Better Grades | Better Grades","Better Grades publishing and product standards.","1","1","0","0","2156","92a5343ae7460da9bc6b4ff70d4ac090af211773ede2ef9cc6490c1f731501cf","677","7446ae97d5ea5b465a6f2eb8c901a2245eb5031c0e2b9d5ae31594e6c77700f7"
"/privacy/","policy-or-directory","200","text/html; charset=utf-8","https://bettergrades.net/privacy/","index, follow","Better Grades | Better Grades","Better Grades publishing and product standards.","1","1","0","0","2558","71f3d3e128468c8184f56faf599935bdaf185af079ba8a2bcdaeef6d9e70d5d1","1080","25621b786ad5d8d853c7bb9fe0b671b4df8ff2e213b7ad946fcb9edc191fad2b"
"/accessibility/","policy-or-directory","200","text/html; charset=utf-8","https://bettergrades.net/accessibility/","index, follow","Better Grades | Better Grades","Better Grades publishing and product standards.","1","1","0","0","2111","907ff1814b4c135fdea96776247701a54254d77544c3b730ec81c8df3f3f7e67","633","055531c3c7ab4af230fe4fc7c4cc8e93c3277edf54f587dce18c00ead573077f"
"/subjects/math/","subject-or-article","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/","index, follow","Mathematics | Better Grades","Clear explanations, worked examples, tools, and practice organized by the mathematics you are learning.","1","1","0","0","2024","cd9858310e9c2e45156d691eed68134767c8ac6739742097909590b46385cde8","536","689b2f982eb64bc2b4be705fb701ac381c169c4647fd56c1d3b52260ae633572"
"/subjects/math/algebra/","subject-or-article","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/algebra/","index, follow","Algebra resources | Better Grades","Equations, linear relationships, systems, polynomials, rational expressions, radicals, and functions—built as one connected toolkit.","1","1","0","0","3014","46e0e428b7b6c2da894cac681fe225420e449f318bec4925317f1c47a56c56b8","1504","80beeb196ed118a939996c885dc835935fda6b1372d13755cc09418233d0c2d9"
"/subjects/math/calculus/","subject-or-article","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/","index, follow","Calculus resources | Better Grades","Limits, derivatives, integrals, applications, sequences, and series in one connected course map.","1","1","0","0","6044","5e414b9aa9f919396ff8ad62ecfe79d07aed2091ff6c952cb99798ed0c94856e","1451","7c7aa657ff7bf931343523748c2c55d550669b4ce2bf8ca89e88327ab3eeaa32"
"/subjects/math/calculus/derivatives/","subject-or-article","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/","index, follow","Unit 2A: Derivative Foundations and Differentiation Techniques | Better Grades","Study Unit 2A: Derivative Foundations and Differentiation Techniques through a complete sequential course with explanations, visuals, checks, reviews, practice exams, and answer keys.","1","1","0","0","16536","bde45e2596d54120a907840df4080e2e45ea65cc272016de14c3104973c1e142","10863","7608c374d92282117b7ff883390b0ccb9d097aa6dbd57925a285f65ef2b84888"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/prerequisite-diagnostic/","index, follow","Derivative Prerequisite Diagnostic | Unit 2A | Better Grades","Check the prerequisite skills needed for Derivative Foundations and Techniques and follow targeted review links before beginning the unit. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","5914","cce02ba3ce390e3859fd79c9d0ee41a3fa32c5ecfac06b9e5deceaa8b31d213a","2129","ee620e947a3d14040a31fa59254ed8d19dd57442d391d61fa72fdcfa90d588fb"
"/subjects/math/calculus/derivatives/notation-guide/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/notation-guide/","index, follow","Derivative Notation Guide | Unit 2A | Better Grades","Use this derivative foundations and techniques reference for formulas, notation, domains, units, and problem-solving strategy. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","5600","69af9c30ea6facd7e4a6af5cb31d74312ff76899e286297b033a33589488c5dc","2000","841b8e020598959788570376a2074a02dc20624291d2972d84f2e0628dac72c4"
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/what-does-derivative-mean/","index, follow","What Does the Word Derivative Mean in Calculus? | Unit 2A | Better Grades","Learn what does the word derivative mean in calculus? with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","9598","49d006e108cebf4d01a2ec8286d040cdd55ec3c9889f85001060909c72e23630","5947","9913da68e027cb0fa82d2a795a2632e3e8404938ee2222df5b7019a672a35f41"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/why-derivatives-matter/","index, follow","Why Derivatives Matter | Unit 2A | Better Grades","Learn why derivatives matter with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","9686","b20c242b2cccba5fd73eab8f98c397343476647611644df9d29c7894c6782f41","5842","f5dfe2ab36ee1c426fe91c1cc0d5a8f012e270fee01f90b47d3ef77840ca8e22"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/derivative-at-a-point/","index, follow","The Derivative at a Point | Unit 2A | Better Grades","Learn the derivative at a point with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","9946","c846e7fcbe8a569eb9387ccea5b29696eae811e46fcd834a1b132f2b55382463","6054","419772ed600b1062ae24c4659aae304578a29ef9f394b291b83c385e3387f978"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/difference-quotient-algebra/","index, follow","Difference Quotient Algebra Without Skipped Steps | Unit 2A | Better Grades","Learn difference quotient algebra without skipped steps with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","8722","438981f036a279a556da3362b96a222a34beaf940ed139fc971941e023cfd7cd","4927","5a9364a1ebdb79484a6d0f55dfe481b44630a8f9cf3f1012f0d07fde250a7938"
"/subjects/math/calculus/derivatives/tangent-line-equation/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/tangent-line-equation/","index, follow","Tangent and Normal Lines | Unit 2A | Better Grades","Learn tangent and normal lines with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","9701","9efb736b33c11dd018cdf0051e6fa8ca6a87ead60d9ffd709d5489d536031b69","5880","8a5b06606c3740d78b63aec09918f40d85cca479da1d1f8a70ff4f1f17e3c9a9"
"/subjects/math/calculus/derivatives/derivative-function/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/derivative-function/","index, follow","The Derivative as a Function | Unit 2A | Better Grades","Learn the derivative as a function with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","9371","c2790db10217e6ca340815550482fe7e98d3837d160def577368a28f13038b27","5401","0bfea00d07682bf1e30991345f4e95c7ad0329e3c5cf8e82a1569bef898ba024"
"/subjects/math/calculus/derivatives/notation-and-units/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/notation-and-units/","index, follow","Derivative Notation and Units | Unit 2A | Better Grades","Learn derivative notation and units with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","9718","a38acbd7aa50032f3cc673a4a283794a370607b851af04761be6b08915e26ad6","6043","fda9ad3ea3984c5d16b0041e0eda8512f2fa45c70886628e951618ea04f07545"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/from-graphs-and-tables/","index, follow","Estimating Derivatives from Graphs and Tables | Unit 2A | Better Grades","Learn estimating derivatives from graphs and tables with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","9940","bcb5ceff32d7f5beb942f0229025b789fd9cf61b1f7cb6ac22fe70f95286b1a1","6161","9ecf79063bd6e7872a1726fd507b153d9bb9b49201784dca9ae296021deb7341"
"/subjects/math/calculus/derivatives/differentiability-and-continuity/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/differentiability-and-continuity/","index, follow","Differentiability and Continuity | Unit 2A | Better Grades","Learn differentiability and continuity with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","9862","2a080fae9005f7db6e03fbe928b8211598f5540d79b55f14291c550f5978ddc3","6007","42edf81c96eb717635270a8e8088c48df0e0a896ee4540148b036c5cbe67063a"
"/subjects/math/calculus/derivatives/foundations-review/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/foundations-review/","index, follow","Derivative Foundations Review | Unit 2A | Better Grades","Review derivative foundations review with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","5844","7add04016035bbd5a126477b208bee94ccb44c0888df80a0036973bc05cd597f","2161","af82d65921b2914adb9eafdd5b4d9f6c7ba39059e861f0e9fe86adc4996a1e4b"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/foundations-concept-quiz/","index, follow","Derivative Foundations Concept Quiz | Unit 2A | Better Grades","Test conceptual understanding of derivative foundations concept quiz with a short self-check and model responses. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","7024","9f9b8916546ecc9216cd8cf30f11fbd41510fbc93dd2d444ff43be819f69f5ea","2878","dea1dc479a04232c8a5172b3d01dfc39210d66ae316f03235bdeef76ed41e146"
"/subjects/math/calculus/derivatives/power-rule/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/power-rule/","index, follow","The Constant and Power Rules | Unit 2A | Better Grades","Learn the constant and power rules with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","11298","28dcfb97aa3187f5cda5ed03e3499c6c9760f9f761dbfe4383e4b1f777f00327","7364","765c0fa485bb5b64cbb262f99a4c960498335edd155ea9ad5bce018dd9c32bfa"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/why-derivative-rules-work/","index, follow","Derivative Rules Are Shortcuts, Not New Definitions | Unit 2A | Better Grades","Learn derivative rules are shortcuts, not new definitions with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","7171","e4068fbccfd44a4560875a5e6e69b369a6843da56d7f48fbc21700be12495a65","3395","16c95c06f83cad46d733e1a0014d02ce8d658e6ff406c588822436f0df1b3aef"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/negative-fractional-powers/","index, follow","Negative and Fractional Powers | Unit 2A | Better Grades","Learn negative and fractional powers with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","8418","07cf58a28a7a05714c48513b84ed734107f0a9e71d3e160b590c5862bd7490ff","4464","e00e5462f7430a5f29d23a85a61e7c78d738af1f8e0aba99ed3faec5904b6f59"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","index, follow","Sums and Constant Multiples | Unit 2A | Better Grades","Learn sums and constant multiples with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","8428","83240dd459a9bc83ef07dd132522c6bfd501e270433d3d346475889cf2207db7","4575","fd21f21614098135fcba9bc3c40f98901b882e8dbaf4a27779611498d07e83b8"
"/subjects/math/calculus/derivatives/product-rule/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/product-rule/","index, follow","The Product Rule | Unit 2A | Better Grades","Learn the product rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","11377","d49d5bd25fd4f85340ab37e1687b23efa0b8a15d1f5417fff342b5205bed4b59","7506","02f7e2759815d0a5336681fbb7f98ca1741de0bd958ecf7bf8af70d661b80c11"
"/subjects/math/calculus/derivatives/quotient-rule/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/quotient-rule/","index, follow","The Quotient Rule | Unit 2A | Better Grades","Learn the quotient rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","10459","bbddf539234fd2bfa5444fb3a358ef1211772b811612c5eaf37ede4d88e4f9a2","6666","c92e0434769f152300df85aea254eee961032f7e77d533587c9b7174a9bc00cf"
"/subjects/math/calculus/derivatives/rule-selection/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/rule-selection/","index, follow","How to Choose a Differentiation Rule | Unit 2A | Better Grades","Learn how to choose a differentiation rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","9373","bf3f5d42bdc2785f2f7d64468e9e96e19cdd1795fa9b7087e84932c9cff0b4a4","5736","1680c284f01ef820db9bd0c539de997f31c2a126f9b261c35ad2c8b88389dd9c"
"/subjects/math/calculus/derivatives/core-rules-review/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/core-rules-review/","index, follow","Core Differentiation Rules Review | Unit 2A | Better Grades","Review core differentiation rules review with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","5691","2d0d3c57b4a5c6fa88f37b2098d7d0ee54c66f812b41347818464642166ec1bc","2026","08b405abff1bdc38493a964bf10fdf1f852a9ec3a881601769f749c487a2f5b8"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/core-rules-concept-quiz/","index, follow","Core Rules Concept Quiz | Unit 2A | Better Grades","Test conceptual understanding of core rules concept quiz with a short self-check and model responses. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","6737","e72055c256a68de878f7f6cbd226cd048aeeb64dcd7b48e0ced683f28e447629","2724","013f18f3ef766a11b06fb2e4e8760e36c5a12f5daff708b77cea8d2b19886c0c"
"/subjects/math/calculus/derivatives/sine-and-cosine/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/sine-and-cosine/","index, follow","Derivatives of Sine and Cosine | Unit 2A | Better Grades","Learn derivatives of sine and cosine with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","11287","e0f7eb362f2224a1223042ef92b99a1ed81250fefa8b18fcc495d4540d19cba4","7159","c30a5dc5b606a467f0ce4b1560566f9fb9e13ce7f057891ba47f67e962030e6b"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","index, follow","Why Special-Function Derivatives Are Not Random | Unit 2A | Better Grades","Learn why special-function derivatives are not random with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","7210","d72300cf1150f9d460ed39914342a907fa3babf4b0ce2a90db344a774dcb4c33","3359","e0896e6ba2fed37cf7a721d4cb3558c76f1c173abca90ac84f0d539de03e060a"
"/subjects/math/calculus/derivatives/other-trig-functions/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/other-trig-functions/","index, follow","Derivatives of the Other Trigonometric Functions | Unit 2A | Better Grades","Learn derivatives of the other trigonometric functions with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","8035","4fca9bc8c6242583bc10aaffc16bb44e718479a18f8e0ef63edba59f3cedffae","3930","1bf9dd765292c94f9e483c6e172b8f189e3e861a856c88833f814e7f7e42dbad"
"/subjects/math/calculus/derivatives/exponential-e/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/exponential-e/","index, follow","The Derivative of the Natural Exponential | Unit 2A | Better Grades","Learn the derivative of the natural exponential with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","10102","f3f06cc5232fffde687b984c6f8d066d097aef35246abc22240ff8fa146b5053","6071","f3afd91306504d6800ef31428b70ea8d02797adf4bd7d1f103b7a9bf8265abe2"
"/subjects/math/calculus/derivatives/general-exponential/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/general-exponential/","index, follow","Derivatives of General Exponential Functions | Unit 2A | Better Grades","Learn derivatives of general exponential functions with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","7855","a289c54372046d043c48057ba246e27d73c1b08204a9d3924a907fdec31d7fd0","3871","b7d07e31b2bf5a504cd99a6a99c837bae9b88b3f3b2e6adbf451a210b707dac6"
"/subjects/math/calculus/derivatives/natural-log/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/natural-log/","index, follow","The Derivative of the Natural Logarithm | Unit 2A | Better Grades","Learn the derivative of the natural logarithm with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","9978","a05731ecb75861f9c1b0c8d84dfbc9cec83026b6ab1bc5a2593bafd23fd1d3ba","5930","6e21d02921bbbf3796ff26f42b600a2f66a9e4102238eab289bf755bae25594b"
"/subjects/math/calculus/derivatives/general-logarithms/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/general-logarithms/","index, follow","Derivatives of General Logarithms | Unit 2A | Better Grades","Learn derivatives of general logarithms with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","7447","bb7297a50cc7f2c8883f3850650b8c7348d661cd795db1ce3c0062411b28a3e6","3477","476514dd73164ecdd79fb000ebe443d88550f8b9267416eb97318b91582cc0a4"
"/subjects/math/calculus/derivatives/special-functions-review/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/special-functions-review/","index, follow","Trigonometric, Exponential, and Logarithmic Review | Unit 2A | Better Grades","Review trigonometric, exponential, and logarithmic review with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","5866","914754f0ef5036365f337ad37f16ec744aee1b5d2fbef99986fc9177f24f9d25","2043","348dfa4666434f577321e1e7b83a8961fb4d2714404e18e31cf3f73c5d353555"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/special-functions-concept-quiz/","index, follow","Special Functions Concept Quiz | Unit 2A | Better Grades","Test conceptual understanding of special functions concept quiz with a short self-check and model responses. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","0","0","7061","1614beca405841d015014d33d7bd592ef4c74107ed8d8cf09df350680814fe59","2851","20c71ecb7654bd3f3f2d0a39523529028327ad3ad1da44a4e16067ba080635f9"
"/subjects/math/calculus/derivatives/composition/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/composition/","index, follow","Composition and the Need for the Chain Rule | Unit 2A | Better Grades","Learn composition and the need for the chain rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","1","1","1","0","8988","f3af7f51e7575e32e71a1ccb185817c91a68d794af813b8a4611a8ae1e613e83","5345","422804eacb5f3167c6b616b519265618fe868143860d724a97c7f7b3817579c5"
